gene_id	gene_symbol	biotype	description	seq_region_name
ENSG00000114353	GNAI2	protein_coding	G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]	3
ENSG00000118816	CCNI	protein_coding	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]	4
ENSG00000139343	SNRPF	protein_coding	small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]	12
ENSG00000146278	PNRC1	protein_coding	proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]	6
ENSG00000127824	TUBA4A	protein_coding	tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]	2
ENSG00000120129	DUSP1	protein_coding	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	5
ENSG00000104964	TLE5	protein_coding	TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]	19
ENSG00000113712	CSNK1A1	protein_coding	casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]	5
ENSG00000188229	TUBB4B	protein_coding	tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]	9
ENSG00000125726	CD70	protein_coding	CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]	19
ENSG00000144381	HSPD1	protein_coding	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]	2
ENSG00000147677	EIF3H	protein_coding	eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]	8
ENSG00000105821	DNAJC2	protein_coding	DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]	7
ENSG00000111371	SLC38A1	protein_coding	solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	12
ENSG00000102265	TIMP1	protein_coding	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	X
ENSG00000143256	PFDN2	protein_coding	prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]	1
ENSG00000179091	CYC1	protein_coding	cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]	8
ENSG00000172270	BSG	protein_coding	basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]	19
ENSG00000198712	MT-CO2	protein_coding	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]	MT
ENSG00000100316	RPL3	protein_coding	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]	22
ENSG00000065618	COL17A1	protein_coding	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]	10
ENSG00000140350	ANP32A	protein_coding	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]	15
ENSG00000126432	PRDX5	protein_coding	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	11
ENSG00000125995	ROMO1	protein_coding	reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]	20
ENSG00000163682	RPL9	protein_coding	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]	4
ENSG00000169469	SPRR1B	protein_coding	small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]	1
ENSG00000167553	TUBA1C	protein_coding	tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]	12
ENSG00000106554	CHCHD3	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]	7
ENSG00000103035	PSMD7	protein_coding	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	16
ENSG00000129235	TXNDC17	protein_coding	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	17
ENSG00000262814	MRPL12	protein_coding	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]	17
ENSG00000120306	CYSTM1	protein_coding	cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]	5
ENSG00000163938	GNL3	protein_coding	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]	3
ENSG00000163435	ELF3	protein_coding	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]	1
ENSG00000163584	RPL22L1	protein_coding	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]	3
ENSG00000071082	RPL31	protein_coding	ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]	2
ENSG00000128272	ATF4	protein_coding	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]	22
ENSG00000108561	C1QBP	protein_coding	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]	17
ENSG00000173156	RHOD	protein_coding	ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]	11
ENSG00000153774	CFDP1	protein_coding	craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]	16
ENSG00000122566	HNRNPA2B1	protein_coding	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]	7
ENSG00000160072	ATAD3B	protein_coding	ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]	1
ENSG00000160818	GPATCH4	protein_coding	G-patch domain containing 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:25982]	1
ENSG00000138180	CEP55	protein_coding	centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]	10
ENSG00000100380	ST13	protein_coding	ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]	22
ENSG00000137309	HMGA1	protein_coding	high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]	6
ENSG00000166197	NOLC1	protein_coding	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]	10
ENSG00000101057	MYBL2	protein_coding	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	20
ENSG00000183527	PSMG1	protein_coding	proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]	21
ENSG00000111832	RWDD1	protein_coding	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	6
ENSG00000139318	DUSP6	protein_coding	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	12
ENSG00000198612	COPS8	protein_coding	COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]	2
ENSG00000148175	STOM	protein_coding	stomatin [Source:HGNC Symbol;Acc:HGNC:3383]	9
ENSG00000160446	ZDHHC12	protein_coding	zDHHC palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]	9
ENSG00000165527	ARF6	protein_coding	ARF GTPase 6 [Source:HGNC Symbol;Acc:HGNC:659]	14
ENSG00000166228	PCBD1	protein_coding	pterin-4 alpha-carbinolamine dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:8646]	10
ENSG00000130513	GDF15	protein_coding	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	19
ENSG00000167797	CDK2AP2	protein_coding	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	11
ENSG00000197498	RPF2	protein_coding	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	6
ENSG00000100129	EIF3L	protein_coding	eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]	22
ENSG00000115875	SRSF7	protein_coding	serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]	2
ENSG00000110955	ATP5F1B	protein_coding	ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]	12
ENSG00000149136	SSRP1	protein_coding	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]	11
ENSG00000023734	STRAP	protein_coding	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]	12
ENSG00000175793	SFN	protein_coding	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	1
ENSG00000100234	TIMP3	protein_coding	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	22
ENSG00000131732	ZCCHC9	protein_coding	zinc finger CCHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:25424]	5
ENSG00000135679	MDM2	protein_coding	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	12
ENSG00000008838	MED24	protein_coding	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	17
ENSG00000169692	AGPAT2	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	9
ENSG00000133706	LARS1	protein_coding	leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512]	5
ENSG00000106617	PRKAG2	protein_coding	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]	7
ENSG00000198900	TOP1	protein_coding	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	20
ENSG00000179958	DCTPP1	protein_coding	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]	16
ENSG00000004478	FKBP4	protein_coding	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]	12
ENSG00000125870	SNRPB2	protein_coding	small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]	20
ENSG00000145860	RNF145	protein_coding	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	5
ENSG00000092199	HNRNPC	protein_coding	heterogeneous nuclear ribonucleoprotein C [Source:HGNC Symbol;Acc:HGNC:5035]	14
ENSG00000010256	UQCRC1	protein_coding	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	3
ENSG00000101421	CHMP4B	protein_coding	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	20
ENSG00000126749	EMG1	protein_coding	EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]	12
ENSG00000096746	HNRNPH3	protein_coding	heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]	10
ENSG00000198938	MT-CO3	protein_coding	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]	MT
ENSG00000143013	LMO4	protein_coding	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]	1
ENSG00000171848	RRM2	protein_coding	ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]	2
ENSG00000197345	MRPL21	protein_coding	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	11
ENSG00000120727	PAIP2	protein_coding	poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]	5
ENSG00000004455	AK2	protein_coding	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	1
ENSG00000122565	CBX3	protein_coding	chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]	7
ENSG00000183684	ALYREF	protein_coding	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]	17
ENSG00000183010	PYCR1	protein_coding	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	17
ENSG00000170312	CDK1	protein_coding	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]	10
ENSG00000165476	REEP3	protein_coding	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	10
ENSG00000140264	SERF2	protein_coding	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]	15
ENSG00000160124	MIX23	protein_coding	mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]	3
ENSG00000109971	HSPA8	protein_coding	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]	11
ENSG00000139726	DENR	protein_coding	density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]	12
ENSG00000145386	CCNA2	protein_coding	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	4
ENSG00000100219	XBP1	protein_coding	X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]	22
ENSG00000189306	RRP7A	protein_coding	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]	22
ENSG00000125835	SNRPB	protein_coding	small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]	20
ENSG00000116649	SRM	protein_coding	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]	1
ENSG00000187735	TCEA1	protein_coding	transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]	8
ENSG00000171490	RSL1D1	protein_coding	ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534]	16
ENSG00000143321	HDGF	protein_coding	heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]	1
ENSG00000034510	TMSB10	protein_coding	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]	2
ENSG00000152795	HNRNPDL	protein_coding	heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]	4
ENSG00000121900	TMEM54	protein_coding	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]	1
ENSG00000184990	SIVA1	protein_coding	SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]	14
ENSG00000143549	TPM3	protein_coding	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]	1
ENSG00000166226	CCT2	protein_coding	chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615]	12
ENSG00000173272	MZT2A	protein_coding	mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187]	2
ENSG00000178999	AURKB	protein_coding	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	17
ENSG00000141401	IMPA2	protein_coding	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	18
ENSG00000006625	GGCT	protein_coding	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	7
ENSG00000189221	MAOA	protein_coding	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]	X
ENSG00000123545	NDUFAF4	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034]	6
ENSG00000246705	H2AJ	protein_coding	H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456]	12
ENSG00000053372	MRTO4	protein_coding	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]	1
ENSG00000103342	GSPT1	protein_coding	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]	16
ENSG00000160789	LMNA	protein_coding	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]	1
ENSG00000148773	MKI67	protein_coding	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	10
ENSG00000135441	BLOC1S1	protein_coding	biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]	12
ENSG00000128283	CDC42EP1	protein_coding	CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014]	22
ENSG00000254999	BRK1	protein_coding	BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]	3
ENSG00000065427	KARS1	protein_coding	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]	16
ENSG00000126524	SBDS	protein_coding	SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]	7
ENSG00000167900	TK1	protein_coding	thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]	17
ENSG00000184007	PTP4A2	protein_coding	protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]	1
ENSG00000166130	IKBIP	protein_coding	IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430]	12
ENSG00000153187	HNRNPU	protein_coding	heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]	1
ENSG00000166136	NDUFB8	protein_coding	NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]	10
ENSG00000142227	EMP3	protein_coding	epithelial membrane protein 3 (MAM blood group) [Source:HGNC Symbol;Acc:HGNC:3335]	19
ENSG00000103202	NME4	protein_coding	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]	16
ENSG00000121579	NAA50	protein_coding	N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]	3
ENSG00000131746	TNS4	protein_coding	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	17
ENSG00000105197	TIMM50	protein_coding	translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]	19
ENSG00000152558	TMEM123	protein_coding	transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]	11
ENSG00000160201	U2AF1	protein_coding	U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]	21
ENSG00000119986	AVPI1	protein_coding	arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]	10
ENSG00000170315	UBB	protein_coding	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	17
ENSG00000100591	AHSA1	protein_coding	activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]	14
ENSG00000114686	MRPL3	protein_coding	mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]	3
ENSG00000153006	SREK1IP1	protein_coding	SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]	5
ENSG00000153015	CWC27	protein_coding	CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]	5
ENSG00000048162	NOP16	protein_coding	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]	5
ENSG00000101210	EEF1A2	protein_coding	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	20
ENSG00000148671	ADIRF	protein_coding	adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]	10
ENSG00000243449	NICOL1	protein_coding	NELL2 interacting cell ontogeny regulator 1 [Source:HGNC Symbol;Acc:HGNC:34437]	4
ENSG00000080608	PUM3	protein_coding	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]	9
ENSG00000196262	PPIA	protein_coding	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	7
ENSG00000126247	CAPNS1	protein_coding	calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]	19
ENSG00000214530	STARD10	protein_coding	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]	11
ENSG00000129680	MAP7D3	protein_coding	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]	X
ENSG00000085760	MTIF2	protein_coding	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]	2
ENSG00000143401	ANP32E	protein_coding	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	1
ENSG00000136270	TBRG4	protein_coding	transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]	7
ENSG00000184254	ALDH1A3	protein_coding	aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]	15
ENSG00000111678	C12orf57	protein_coding	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]	12
ENSG00000165119	HNRNPK	protein_coding	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]	9
ENSG00000113575	PPP2CA	protein_coding	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]	5
ENSG00000164022	AIMP1	protein_coding	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]	4
ENSG00000105373	NOP53	protein_coding	NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333]	19
ENSG00000067533	RRP15	protein_coding	ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]	1
ENSG00000166851	PLK1	protein_coding	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	16
ENSG00000135821	GLUL	protein_coding	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]	1
ENSG00000169689	CENPX	protein_coding	centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]	17
ENSG00000113811	SELENOK	protein_coding	selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]	3
ENSG00000169020	ATP5ME	protein_coding	ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]	4
ENSG00000160209	PDXK	protein_coding	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]	21
ENSG00000134453	RBM17	protein_coding	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	10
ENSG00000129351	ILF3	protein_coding	interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]	19
ENSG00000170779	CDCA4	protein_coding	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]	14
ENSG00000070961	ATP2B1	protein_coding	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	12
ENSG00000173237	C11orf86	protein_coding	chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:34442]	11
ENSG00000131153	GINS2	protein_coding	GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]	16
ENSG00000112312	GMNN	protein_coding	geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]	6
ENSG00000143621	ILF2	protein_coding	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]	1
ENSG00000182481	KPNA2	protein_coding	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]	17
ENSG00000131051	RBM39	protein_coding	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]	20
ENSG00000135404	CD63	protein_coding	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	12
ENSG00000099800	TIMM13	protein_coding	translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]	19
ENSG00000169710	FASN	protein_coding	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	17
ENSG00000148229	POLE3	protein_coding	DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]	9
ENSG00000167088	SNRPD1	protein_coding	small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]	18
ENSG00000105701	FKBP8	protein_coding	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]	19
ENSG00000106355	LSM5	protein_coding	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]	7
ENSG00000133265	HSPBP1	protein_coding	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	19
ENSG00000134001	EIF2S1	protein_coding	eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]	14
ENSG00000182196	ARL6IP4	protein_coding	ARF like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]	12
ENSG00000175906	ARL4D	protein_coding	ARF like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]	17
ENSG00000224877	NDUFAF8	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]	17
ENSG00000069482	GAL	protein_coding	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	11
ENSG00000166598	HSP90B1	protein_coding	heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]	12
ENSG00000141543	EIF4A3	protein_coding	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]	17
ENSG00000101773	RBBP8	protein_coding	RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]	18
